report_type,reported_at,name,gender,age_band,language,last_seen_location,reporting_center,reporter_mobile,physical_description,remarks,status
missing,2027-07-17 16:25,Ram Rao,Male,71-80,Kannada,Adgaon Parking,Panchavati Center,+91 7762436526,"Child girl, pigtails, pink frock, about 6 years",Announcement made on PA,Reunited
missing,2027-07-22 12:11,,Male,18-40,Marathi,Trimbakeshwar Approach,Nashik Road Center,+91 9709038381,"Old woman in white saree, widow marks",Announcement made on PA,Reunited
missing,2027-07-23 07:37,Radha Joshi,Female,41-60,Bengali,Ramkund Ghat,Nashik Road Center,+91 9870722451,"Man in yellow kurta, has tilak, speaks Bhojpuri",GGTalk app used,Reunited
missing,2027-07-01 07:41,Ashok Krishnan,Male,71-80,Kannada,Ramkund Ghat,Ramkund Kho-Ya-Paya Kendra,+91 7244179313,Child missing,,Reunited
missing,2027-08-07 21:54,Reena Shukla,Female,61-70,Marathi,Madsangvi Transit,Rajur Bahula Center,+91 8221509314,"Man in yellow kurta, has tilak, speaks Bhojpuri",Cross-center transfer needed,Reunited
missing,2027-07-31 10:36,Ravi Das,Male,41-60,Awadhi,Kushavart Kund,Sadhugram Lost Found,,Child missing,,Reunited
missing,2027-08-06 16:03,Geeta Krishnan,Female,80+,Gujarati,Madsangvi Transit,Bharat Bharati Control Room,+91 7326405706,"Old man in dhoti kurta, cannot remember name",GGTalk app used,Reunited
missing,2027-08-13 12:46,Parvati Sinha,Female,41-60,Telugu,Trimbak Road,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9595111580,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-08-14 10:16,Parvati Singh,Female,18-40,Marathi,Takli Sangam,Rajur Bahula Center,+91 7219019007,Lost near ghats,Bharat Bharati volunteer handled,Reunited
missing,2027-07-29 13:06,Lalita Kumar,Female,61-70,Awadhi,Kushavart Kund,Bharat Bharati Control Room,,"Child in red shirt, about 8-10 years, crying",Announcement made on PA,Reunited
missing,2027-08-13 14:25,Ashok Patil,Male,61-70,Maithili,Kushavart Kund,Bharat Bharati Control Room,+91 8458028166,"Woman in burqa, has small child with her",Announcement made on PA,Pending
missing,2027-08-04 14:31,Mohan Sharma,Male,61-70,Hindi,Panchavati Circle,Rajur Bahula Center,,"Wearing white saree, grey hair, speaks Hindi",Bharat Bharati volunteer handled,Reunited
missing,2027-08-01 12:04,Ram Krishnan,Male,61-70,Bengali,Rajur Bahula,Adgaon Kho-Ya-Paya,+91 6222599500,"Child girl, pigtails, pink frock, about 6 years",,Reunited
missing,2027-07-06 14:26,,Female,61-70,Gujarati,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,,"Old woman, white clothes, lost memory",,Reunited
missing,2027-07-11 06:03,Prakash Pillai,Male,18-40,Bengali,Laxmi Narayan Ghat,Sadhugram Lost Found,,"Old woman, white clothes, lost memory",Announcement made on PA,Reunited
missing,2027-08-07 16:17,Sohan Gupta,Male,61-70,Hindi,Rajur Bahula,Panchavati Center,+91 9291191291,"Elderly man with walking stick, hard of hearing",Announcement made on PA,Reunited
missing,2027-07-03 06:30,Meena Tiwari,Female,61-70,Maithili,Nashik Road Station,Central Control Room,+91 6548579110,"Elderly woman, cannot speak properly, Gujarati",,Reunited
missing,2027-07-30 05:55,Prakash Agarwal,Male,71-80,Telugu,Trimbakeshwar Approach,Adgaon Kho-Ya-Paya,+91 8773033141,Old woman,Family waiting at center,Reunited
missing,2027-07-15 15:22,Radha Kumar,Female,41-60,Bengali,Madsangvi Transit,Police Main Control Room,+91 7908713884,Lost near ghats,Announcement made on PA,Reunited
missing,2027-07-27 09:30,Shyam Singh,Male,61-70,Hindi,Laxmi Narayan Ghat,Adgaon Kho-Ya-Paya,+91 6414788293,"Boy about 12, wearing school dress",Brought by volunteer,Reunited
missing,2027-08-14 09:10,Ram Agarwal,Male,61-70,Telugu,Dindori Road Crossing,Bharat Bharati Control Room,+91 7288290663,"Old man in dhoti kurta, cannot remember name",Brought by volunteer,Reunited
missing,2027-08-06 19:21,Deepak Trivedi,Male,41-60,Gujarati,Sadhugram Gate 1,Rajur Bahula Center,+91 7958538383,"Old man in dhoti kurta, cannot remember name",Family waiting at center,Reunited
missing,2027-07-23 14:28,,Female,71-80,Kannada,Panchavati Circle,Bharat Bharati Control Room,+91 8470355261,"Old woman, white clothes, lost memory",,Reunited
missing,2027-08-08 14:31,Mukesh Agarwal,Male,71-80,Hindi,Panchavati Circle,Rajur Bahula Center,,"Man in saffron kurta, has rudraksha mala",Cross-center transfer needed,Reunited
missing,2027-07-04 09:20,,Female,61-70,Gujarati,Dasak Ghat,Ramkund Kho-Ya-Paya Kendra,+91 7724546761,"Woman in burqa, has small child with her",Police assisted,Reunited
missing,2027-07-30 07:07,Manoj Das,Male,41-60,Telugu,Sadhugram Gate 2,Central Control Room,+91 6548122132,"Old woman in white saree, widow marks",Family waiting at center,Reunited
missing,2027-07-08 13:02,Amit Mehta,Male,0-12,Hindi,Trimbakeshwar Approach,Sadhugram Lost Found,+91 6603673335,Lost near ghats,Brought by volunteer,Reunited
missing,2027-08-02 20:23,Saraswati Joshi,Female,18-40,Marathi,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,+91 6329797269,"Boy about 12, wearing school dress",Brought by volunteer,Reunited
missing,2027-07-01 20:43,Vinod Mishra,Male,61-70,Maithili,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,+91 8292518998,"Boy about 12, wearing school dress",Bharat Bharati volunteer handled,Reunited
missing,2027-07-30 08:07,Pushpa Reddy,Female,41-60,Bhojpuri,Madsangvi Transit,Rajur Bahula Center,+91 8258241728,"Old woman in white saree, widow marks",,Reunited
missing,2027-07-30 06:02,Amit Verma,Male,71-80,Tamil,Adgaon Parking,Police Main Control Room,+91 9575191040,Lost near ghats,Bharat Bharati volunteer handled,Pending
missing,2027-07-07 18:22,,Male,71-80,Hindi,Laxmi Narayan Ghat,Adgaon Kho-Ya-Paya,+91 8508637554,"Woman in burqa, has small child with her",Family waiting at center,Reunited
missing,2027-08-08 07:53,,Female,61-70,Tamil,Panchavati Circle,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8278914614,"Old man confused, keeps asking for Ramkund",Brought by volunteer,Reunited
missing,2027-08-01 11:42,Ashok Yadav,Male,61-70,Maithili,Dasak Ghat,Sadhugram Lost Found,+91 7719380774,,Family waiting at center,Reunited
missing,2027-08-11 06:12,,Male,0-12,Hindi,Adgaon Parking,Sadhugram Lost Found,+91 9553139585,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-07-16 18:13,Rahul Gupta,Male,18-40,Bhojpuri,Sadhugram Gate 2,Bharat Bharati Control Room,+91 9965265838,"Young boy in blue uniform, school bag",Found near ghat,Transferred to hospital
missing,2027-08-14 16:57,Deepak Rao,Male,0-12,Kannada,Sadhugram Gate 1,Police Main Control Room,+91 8786066323,"Man in saffron kurta, has rudraksha mala",Found near ghat,Reunited
missing,2027-08-14 05:48,Kamla Singh,Female,71-80,Kannada,Kushavart Kund,Ramkund Kho-Ya-Paya Kendra,+91 8586686097,,Cross-center transfer needed,Reunited
missing,2027-07-02 12:58,Ashok Roy,Male,71-80,Tamil,Trimbakeshwar Approach,Rajur Bahula Center,,"Old woman, white clothes, lost memory",Bharat Bharati volunteer handled,Reunited
missing,2027-08-13 11:26,,Male,71-80,Hindi,Adgaon Parking,Adgaon Kho-Ya-Paya,+91 8880296841,"Elderly man with walking stick, hard of hearing",Brought by volunteer,Reunited
missing,2027-07-17 21:39,Bharat Iyer,Male,80+,Telugu,Kapila Sangam,Sadhugram Lost Found,+91 6105756315,"Old man, bald, wearing vest and dhoti",,Reunited
missing,2027-07-12 11:09,Shanti Das,Female,41-60,Hindi,Kushavart Kund,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9919990226,"Young boy in blue uniform, school bag",,Reunited
missing,2027-08-13 08:25,Manoj Gupta,Male,61-70,Telugu,Laxmi Narayan Ghat,Nashik Road Center,,"Woman in green saree, has tilak on forehead",Cross-center transfer needed,Reunited
missing,2027-07-24 20:51,Santosh Tiwari,Male,71-80,Awadhi,Gauri Patangan,Sadhugram Lost Found,+91 7517151813,Lost near ghats,GGTalk app used,Reunited
missing,2027-07-31 14:09,Sanjay Patil,Male,61-70,Maithili,Sadhugram Gate 2,Sadhugram Lost Found,+91 9185022239,"Man in saffron kurta, has rudraksha mala",,Reunited
missing,2027-07-12 18:34,Priya Pillai,Female,61-70,Marathi,Ramkund Ghat,Central Control Room,+91 7326632940,"Old man, bald, wearing vest and dhoti",Bharat Bharati volunteer handled,Reunited
missing,2027-07-30 09:30,Ajay Kumar,Male,61-70,Gujarati,Gauri Patangan,Central Control Room,,"Woman in green saree, has tilak on forehead",Announcement made on PA,Pending
missing,2027-08-06 15:35,Sunil Nair,Male,80+,Bengali,Trimbakeshwar Approach,Sadhugram Lost Found,+91 6553123931,,Family waiting at center,Pending
missing,2027-07-31 10:39,Rahul Mishra,Male,41-60,Marathi,Rajur Bahula,Sadhugram Lost Found,+91 8954669136,Old woman,Family waiting at center,Reunited
missing,2027-08-14 21:38,Sohan Mehta,Male,41-60,Kannada,Sadhugram Gate 1,Central Control Room,+91 8262326542,"Boy about 12, wearing school dress",,Transferred to hospital
missing,2027-07-31 15:18,Bharat Dubey,Male,18-40,Tamil,Nashik Road Station,Ramkund Kho-Ya-Paya Kendra,+91 6363406114,"Child in red shirt, about 8-10 years, crying",Cross-center transfer needed,Reunited
missing,2027-07-04 21:18,Amit Patel,Male,41-60,Maithili,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 7716926164,Lost near ghats,Police assisted,Pending
missing,2027-07-22 10:01,Deepak Desai,Male,18-40,Tamil,Ramkund Ghat,Police Main Control Room,+91 8659780124,"Old man, hearing aid, wearing full pants shirt",GGTalk app used,Reunited
missing,2027-08-08 11:52,Saroj Reddy,Female,71-80,Gujarati,Laxmi Narayan Ghat,Rajur Bahula Center,+91 7867028521,"Woman in green saree, has tilak on forehead",,Reunited
missing,2027-07-27 08:07,Lalita Patil,Female,61-70,Hindi,Laxmi Narayan Ghat,Nashik Road Center,+91 6745963305,"Old man confused, keeps asking for Ramkund",Police assisted,Reunited
missing,2027-07-09 21:40,Sangeeta Agarwal,Female,71-80,Kannada,Dasak Ghat,Rajur Bahula Center,+91 7918138906,Lost near ghats,Family waiting at center,Reunited
missing,2027-08-12 10:01,Mamta Nair,Female,80+,Awadhi,Madsangvi Transit,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6229153072,"Man in saffron kurta, has rudraksha mala",Bharat Bharati volunteer handled,Reunited
missing,2027-07-04 14:24,Vinod Rao,Male,61-70,Bengali,Sadhugram Gate 1,Panchavati Center,,"Elderly man with walking stick, hard of hearing",,Pending
missing,2027-08-10 21:13,,Male,71-80,Gujarati,Sadhugram Gate 2,Panchavati Center,+91 9190095909,"Woman with three children, lost husband",GGTalk app used,Reunited
missing,2027-07-14 21:51,Seema Gupta,Female,18-40,Tamil,Nandur Ghat,Panchavati Center,+91 8563816134,,Found near ghat,Unresolved
missing,2027-07-08 16:52,Pushpa Roy,Female,0-12,Bengali,Kapila Sangam,Nashik Road Center,+91 9821818558,"Woman in burqa, has small child with her",,Reunited
missing,2027-07-13 10:04,Mohan Krishnan,Male,18-40,Marathi,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,+91 7692474835,Child missing,GGTalk app used,Reunited
missing,2027-07-13 15:05,Saroj Desai,Female,41-60,Bhojpuri,Trimbak Road,Central Control Room,+91 6520755279,Child missing,,Unresolved
missing,2027-07-04 06:24,Sohan Gupta,Male,61-70,Hindi,Nandur Ghat,Bharat Bharati Control Room,+91 6191842179,"Elderly man with walking stick, hard of hearing",Found near ghat,Pending
missing,2027-07-07 05:38,Ajay Rao,Male,61-70,Awadhi,Trimbakeshwar Approach,Nashik Road Center,,"Old woman, white clothes, lost memory",Announcement made on PA,Reunited
missing,2027-07-23 11:12,Anjali Nair,Female,18-40,Bhojpuri,Rajur Bahula,Bharat Bharati Control Room,+91 6553184702,"Child girl, pigtails, pink frock, about 6 years",Family waiting at center,Reunited
missing,2027-07-23 05:35,Asha Joshi,Female,71-80,Kannada,Sadhugram Gate 1,Ramkund Kho-Ya-Paya Kendra,,"Old man confused, keeps asking for Ramkund",,Reunited
missing,2027-08-08 07:07,Ajay Menon,Male,41-60,Bhojpuri,Sadhugram Gate 2,Ramkund Kho-Ya-Paya Kendra,+91 8969180872,"Old woman, white clothes, lost memory",Bharat Bharati volunteer handled,Reunited
missing,2027-08-03 19:11,Pushpa Rao,Female,18-40,Kannada,Nandur Ghat,Panchavati Center,+91 8635354547,"Man in yellow kurta, has tilak, speaks Bhojpuri",Bharat Bharati volunteer handled,Reunited
missing,2027-07-27 16:51,Bharat Tiwari,Male,61-70,Bengali,Bus Stand Nashik,Panchavati Center,+91 9564399416,"Woman speaking Tamil, wearing silk saree",,Reunited
missing,2027-07-20 14:52,Radha Patil,Female,18-40,Awadhi,Laxmi Narayan Ghat,Adgaon Kho-Ya-Paya,,"Old man, bald, wearing vest and dhoti",,Reunited
missing,2027-08-12 16:21,,Female,71-80,Bengali,Dindori Road Crossing,Adgaon Kho-Ya-Paya,,"Elderly woman, cannot speak properly, Gujarati",Family waiting at center,Reunited
missing,2027-07-13 07:58,Rajesh Rao,Male,0-12,Bhojpuri,Kapila Sangam,Sadhugram Lost Found,,"Old woman, white clothes, lost memory",Police assisted,Reunited
missing,2027-07-01 09:28,Vijay Nair,Male,61-70,Bhojpuri,Trimbakeshwar Approach,Adgaon Kho-Ya-Paya,+91 8316576663,"Girl child about 5 years, red bindi, crying",Announcement made on PA,Reunited
missing,2027-07-14 20:26,Ravi Verma,Male,71-80,Marathi,Panchavati Circle,Bharat Bharati Control Room,+91 6849519028,"Woman in burqa, has small child with her",Bharat Bharati volunteer handled,Reunited
missing,2027-07-18 10:10,,Female,61-70,Gujarati,Ramkund Ghat,Nashik Road Center,+91 7605504475,"Woman in green saree, has tilak on forehead",,Reunited
missing,2027-07-13 07:14,Manju Tiwari,Female,41-60,Gujarati,Sadhugram Gate 1,Ramkund Kho-Ya-Paya Kendra,+91 6461976234,Child missing,Police assisted,Reunited
missing,2027-08-04 10:16,,Female,41-60,Bengali,Sadhugram Gate 1,Nashik Road Center,+91 6865074455,"Child girl, pigtails, pink frock, about 6 years",Police assisted,Reunited
missing,2027-07-14 06:15,,Female,41-60,Telugu,Main Police Chowki,Rajur Bahula Center,,Child missing,,Reunited
missing,2027-07-10 18:46,,Female,80+,Bhojpuri,Dasak Ghat,Sadhugram Lost Found,,"Young boy in blue uniform, school bag",Found near ghat,Reunited
missing,2027-08-08 20:04,Mahesh Pillai,Male,41-60,Kannada,Nandur Ghat,Ramkund Kho-Ya-Paya Kendra,+91 7376264887,Old woman,GGTalk app used,Reunited
missing,2027-07-03 16:40,Anil Reddy,Male,71-80,Awadhi,Ramkund Ghat,Ramkund Kho-Ya-Paya Kendra,+91 7612953915,"Woman speaking Tamil, wearing silk saree",Family waiting at center,Reunited
missing,2027-08-08 14:00,Sangeeta Mishra,Female,71-80,Marathi,Adgaon Parking,Rajur Bahula Center,+91 8974270684,"Wearing white saree, grey hair, speaks Hindi",Cross-center transfer needed,Reunited
missing,2027-07-08 13:04,,Male,61-70,Bhojpuri,Nandur Ghat,Central Control Room,,"Old man, hearing aid, wearing full pants shirt",,Reunited
missing,2027-07-12 16:28,Usha Sinha,Female,13-17,Bengali,Main Police Chowki,Rajur Bahula Center,+91 7127574144,"Man in yellow kurta, has tilak, speaks Bhojpuri",Police assisted,Reunited
missing,2027-07-29 08:30,Pushpa Sinha,Female,0-12,Bhojpuri,Panchavati Circle,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9280445368,"Man in saffron kurta, has rudraksha mala",,Reunited
missing,2027-07-15 12:16,Laxmi Gupta,Female,41-60,Marathi,Sadhugram Gate 1,Sadhugram Lost Found,+91 9968063877,"Child in red shirt, about 8-10 years, crying",,Reunited
missing,2027-07-19 12:31,Meena Singh,Female,61-70,Tamil,Dasak Ghat,Ramkund Kho-Ya-Paya Kendra,,"Girl child about 5 years, red bindi, crying",,Reunited
missing,2027-08-05 17:21,Shanti Patel,Female,71-80,Bengali,Gauri Patangan,Rajur Bahula Center,+91 7123156124,"Woman in burqa, has small child with her",Brought by volunteer,Reunited
missing,2027-07-11 08:22,Savita Pandey,Female,61-70,Marathi,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,+91 9829548792,"Old man in dhoti kurta, cannot remember name",Family waiting at center,Unresolved
missing,2027-08-14 08:50,Rajesh Mehta,Male,71-80,Kannada,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,+91 9393909769,"Old man, bald, wearing vest and dhoti",Found near ghat,Unresolved
missing,2027-07-03 09:36,Saroj Singh,Female,61-70,Maithili,Rajur Bahula,Ramkund Kho-Ya-Paya Kendra,+91 8232118892,"Child in red shirt, about 8-10 years, crying",,Reunited
missing,2027-07-14 09:38,Ravi Singh,Male,0-12,Telugu,Panchavati Circle,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old man, hearing aid, wearing full pants shirt",GGTalk app used,Reunited
missing,2027-08-04 08:43,Dinesh Dubey,Male,61-70,Telugu,Panchavati Circle,Adgaon Kho-Ya-Paya,+91 8233811016,"Child in red shirt, about 8-10 years, crying",Found near ghat,Reunited
missing,2027-08-09 09:42,Suresh Patel,Male,71-80,Awadhi,Sadhugram Gate 2,Ramkund Kho-Ya-Paya Kendra,+91 9612026532,"Old man, bald, wearing vest and dhoti",Police assisted,Reunited
missing,2027-07-19 20:51,,Female,41-60,Maithili,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 6898229824,Lost near ghats,Announcement made on PA,Transferred to hospital
missing,2027-07-28 20:24,Saroj Pillai,Female,41-60,Telugu,Adgaon Parking,Panchavati Center,+91 8154660511,"Woman in green saree, has tilak on forehead",GGTalk app used,Pending
missing,2027-07-23 05:06,Vijay Agarwal,Male,41-60,Marathi,Gauri Patangan,Rajur Bahula Center,+91 7531717324,"Old woman, white clothes, lost memory",Announcement made on PA,Reunited
missing,2027-07-13 20:42,,Male,61-70,Kannada,Madsangvi Transit,Bharat Bharati Control Room,,"Elderly woman, cannot speak properly, Gujarati",Police assisted,Reunited
missing,2027-07-28 12:39,,Male,61-70,Bhojpuri,Sadhugram Gate 2,Police Main Control Room,,"Young boy in blue uniform, school bag",Brought by volunteer,Reunited
missing,2027-07-04 14:07,Ram Patil,Male,41-60,Telugu,Madsangvi Transit,Panchavati Center,+91 9791353541,"Woman speaking Tamil, wearing silk saree",,Reunited
missing,2027-07-12 19:59,Usha Tiwari,Female,41-60,Awadhi,Sadhugram Gate 1,Bharat Bharati Control Room,+91 7775983431,"Woman with three children, lost husband",Brought by volunteer,Reunited
missing,2027-07-12 19:48,Saraswati Kumar,Female,80+,Bengali,Nashik Road Station,Adgaon Kho-Ya-Paya,+91 7895336885,"Woman with three children, lost husband",,Reunited
missing,2027-07-08 05:41,Rahul Yadav,Male,41-60,Telugu,Laxmi Narayan Ghat,Nashik Road Center,+91 7674016932,"Woman in burqa, has small child with her",,Reunited
missing,2027-07-29 12:46,Mamta Joshi,Female,41-60,Kannada,Gauri Patangan,Panchavati Center,+91 9267118760,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-07-10 05:50,Ramesh Singh,Male,71-80,Telugu,Ramkund Ghat,Bharat Bharati Control Room,+91 6387393957,"Woman with three children, lost husband",,Pending
missing,2027-07-12 08:14,,Male,61-70,Marathi,Sadhugram Gate 1,Sadhugram Lost Found,+91 7834887664,"Woman in burqa, has small child with her",,Reunited
missing,2027-08-07 18:46,,Female,0-12,Telugu,Madsangvi Transit,Ramkund Kho-Ya-Paya Kendra,+91 8258677766,"Child in red shirt, about 8-10 years, crying",Bharat Bharati volunteer handled,Unresolved
missing,2027-07-24 16:54,Shanti Patil,Female,41-60,Gujarati,Sadhugram Gate 2,Sadhugram Lost Found,+91 7118419668,"Boy about 12, wearing school dress",Bharat Bharati volunteer handled,Reunited
missing,2027-07-09 21:44,,Male,71-80,Telugu,Takli Sangam,Rajur Bahula Center,+91 9898389261,"Elderly woman, cannot speak properly, Gujarati",,Reunited
missing,2027-08-05 07:52,Geeta Desai,Female,61-70,Bengali,Dasak Ghat,Rajur Bahula Center,,"Child girl, pigtails, pink frock, about 6 years",Cross-center transfer needed,Reunited
missing,2027-07-06 14:00,,Male,80+,Maithili,Laxmi Narayan Ghat,Sadhugram Lost Found,,"Old man, bald, wearing vest and dhoti",,Reunited
missing,2027-07-09 15:18,Pushpa Rao,Female,71-80,Hindi,Laxmi Narayan Ghat,Nashik Road Center,+91 8580478208,"Elderly woman, cannot speak properly, Gujarati",Bharat Bharati volunteer handled,Pending
missing,2027-07-29 09:07,,Female,71-80,Telugu,Trimbak Road,Rajur Bahula Center,+91 8919422169,"Old man in dhoti kurta, cannot remember name",Family waiting at center,Pending
